customer_beneficiary_id,customer_id,beneficiary_id,first_transaction_date,last_transaction_date,relationship_risk_score
CBEN_21d55ce1597945478565d7aa96d8008a,CUST_6fcf8f451a83467e9f3b23c4799fc6bd,BENE_cf7dde7e58324e94ba878da37f74bb7c,2025-11-29 17:09:35.262563,2026-05-02 17:09:35.262563,46.79
CBEN_341551847b734421818867ef6c21bd85,CUST_6d5db85f75d6492ea378e2be2d4aa135,BENE_61f8fedb80b54fbdb7d3bd71ecad5d89,2026-03-09 17:09:35.262563,2026-05-06 17:09:35.262563,48.66
CBEN_e66f0e122ced49d2a63e89c85e49ab35,CUST_0e9bd5df045b4c73b09f45d2452fd565,BENE_6e5fc9d4425c43eeba1f090e3acf1269,2025-11-24 17:09:35.262563,2026-06-10 17:09:35.262563,29.71
CBEN_b411f7f3fe184fb2bc9ccd5173fd62e4,CUST_8dcd0a77aa8e4aa68cbfec453edf8018,BENE_9c36e92d31ca4332a1e0f9523dff639b,2025-12-10 17:09:35.262563,2026-05-07 17:09:35.262563,47.19
CBEN_0c842d8a796c42738be7ed2d3f9ef4d6,CUST_4c64aad45bed4fd28402ef736a9245ca,BENE_aae8aba9c335414090e778535282cc23,2025-09-05 17:09:35.262563,2026-05-19 17:09:35.262563,49.5
CBEN_e3bb90be135242869b32c7a20308db38,CUST_ec9657eee9d74cbc8f2daecc683e70c1,BENE_1426ad38a37149f19e959b083c14d973,2025-08-20 17:09:35.262563,2026-06-06 17:09:35.262563,31.11
CBEN_3cab2fda13594f47b9f9258cd16f6828,CUST_01a4fbffcd094709a5748faba9acee0f,BENE_6bdd5182ff1f4b5e84fd22898a9281ca,2026-01-07 17:09:35.262563,2026-04-14 17:09:35.262563,24.98
CBEN_e728656efd9e45269bfe3e6dd3cc4655,CUST_1d950f593bad4d81a578d967ddcbd416,BENE_8e9cb698f5514f28892235288f9edc6b,2026-03-17 17:09:35.262563,2026-04-28 17:09:35.262563,47.64
CBEN_50a598a1db77488b86bcea4b48f17a7f,CUST_4b2d85f6ecfd47f69f72b0936504ef64,BENE_e5d2329c222648e4a9c5938bbdca7c2c,2025-12-04 17:09:35.262563,2026-05-09 17:09:35.262563,22.87
CBEN_d5a23d8e7b8c437981139ea559c59933,CUST_bc32b09ee34a4ea494f976305d3a9e18,BENE_f46f47846a0046898756c3d77e4ca339,2025-07-15 17:09:35.262563,2026-05-11 17:09:35.262563,1.85
CBEN_4208cc0502ba4532b30d56b80d0a0cfc,CUST_d80bf43c289a4f3aa47f5c3cba834f2e,BENE_2a73744bf7d14057ac7e98ee0752eab6,2025-09-20 17:09:35.262563,2026-05-17 17:09:35.262563,7.66
CBEN_d288063996584abeb0ea4cbe401140f4,CUST_7d6ad7c4e5614ff7b2b4977803ae7f35,BENE_8bd790834a094e5e89682e389c426931,2026-03-29 17:09:35.262563,2026-04-17 17:09:35.262563,39.29
CBEN_97cd876954d24e999204cbd882a06193,CUST_21eb78bb3b614f2b823ccbc11517c1ff,BENE_f8b1b6eada584a5f960eabcfb27bb41e,2026-03-19 17:09:35.262563,2026-04-18 17:09:35.262563,18.58
CBEN_bd7a504b14cb4bd8b04bb5562a264f3a,CUST_4515de86e6524b15a541123232dbff46,BENE_182b1cefa0354f6fa0db64fda12b738d,2026-04-09 17:09:35.262563,2026-05-04 17:09:35.262563,32.44
CBEN_e8839ba4122b482e97e97f21cb827f7e,CUST_58dc851bfe6e4e22ab12740b713e6015,BENE_c9ac829ad42a4bccb26dee573eebeb7a,2025-11-05 17:09:35.262563,2026-05-24 17:09:35.262563,88.78
CBEN_8f650133718f4b5ab30416560a086e96,CUST_5f64849b12e646f0aa899b1aa38ce0b3,BENE_0fea1e7445cf4c689134728f1aa8ca16,2026-02-16 17:09:35.262563,2026-05-18 17:09:35.262563,0.53
CBEN_f14ca0e4d19e4a33b4dae2dba0715123,CUST_e0e85c39dca442b0bef349dddcd35916,BENE_03537e2a250e4a8b84c7823b187778e7,2026-02-22 17:09:35.262563,2026-06-02 17:09:35.262563,42.0
CBEN_bf359215b0614d348c0da5f3ae555229,CUST_a4f9f0f8d1854d0ebf44a57d7838cc26,BENE_316aa2000e6948ad99e01d9450db8cc8,2025-12-20 17:09:35.262563,2026-04-13 17:09:35.262563,16.73
CBEN_8a2aa04c37a44a0aa5315a0818d2481a,CUST_e365b8e921014d36b7e6d7d394dcd1bb,BENE_417f73f7bec842d0bbfb663fff7122dc,2025-09-11 17:09:35.262563,2026-05-16 17:09:35.262563,31.42
CBEN_5cd879913a4b4d7a8873ab7d8ed050f4,CUST_2f40d87701314245b0f1825aa4d985ab,BENE_70bffa8cc079492981c5d7edffaec72c,2025-10-02 17:09:35.262563,2026-05-14 17:09:35.262563,41.82
CBEN_6a56f7448d5a468a802622bf154e3452,CUST_7e9d1bc04dfa4c9fab573076c1ce07c4,BENE_d27be0d8da2b4c3d8ccfe3595ac899ad,2025-10-10 17:09:35.262563,2026-06-09 17:09:35.262563,49.23
CBEN_a09cb49f733945949c4112ec7c4ed8b4,CUST_991c7d7223024fb7ba14c63ccfa3e5d6,BENE_7d2fd988f06a459a9fd7219f5ceeb584,2025-05-31 17:09:35.262563,2026-06-09 17:09:35.262563,41.72
CBEN_2037854d637a408dabd9e32bb6c3dff7,CUST_01e01bcd57654ea082acce2c56e6fdf3,BENE_ded6a328112d4c4dbb06e4f67d3f443e,2025-10-10 17:09:35.262563,2026-04-30 17:09:35.262563,18.63
CBEN_5fb2b765655c445998e01a9a79a34e74,CUST_18d19bda40b44e46845b045b7f1247b2,BENE_1f199cb0ae0c4c569b969bd4df793f6c,2025-08-21 17:09:35.262563,2026-05-14 17:09:35.262563,16.49
CBEN_3e41ffd1829740ec89cc75fe15d93fa9,CUST_6fc8f44505dc486d9069ff1f2c9931f9,BENE_decb6b8631994e7696bfa93899421984,2025-07-11 17:09:35.262563,2026-04-14 17:09:35.262563,28.72
CBEN_f3dbcdf8450e42a19f37d6ca949fb056,CUST_4c64aad45bed4fd28402ef736a9245ca,BENE_458859626a9241f68e619321f94dd1fb,2025-08-12 17:09:35.262563,2026-05-05 17:09:35.262563,34.98
CBEN_798690d998d844ddbc2e2d722d07c62c,CUST_113cd30b96104ad78c13fe75e3c6c7ab,BENE_26979b5fda45491c8f56a4c4cc48de17,2025-12-06 17:09:35.262563,2026-05-04 17:09:35.262563,4.81
CBEN_0ba3d32bea394867b2df12e64632c1da,CUST_ab63321754564eec8fd893cf19423bdc,BENE_9ae3480d4a234df886fe5a3b3e4ed5f2,2025-06-08 17:09:35.262563,2026-05-22 17:09:35.262563,24.38
CBEN_7e56c6e1530049669754cdcf5a982af5,CUST_c37564bab54644ee81dbad2aa020751c,BENE_08162bf4ed064fed960c3c704b22c77c,2025-12-18 17:09:35.262563,2026-05-12 17:09:35.262563,7.6
CBEN_d7883ca6e19640ba93ee6f857d113d97,CUST_5a2a2651b8944294b61b3f1cae26033d,BENE_312329111ad44f25ae228d11029d75e5,2025-06-26 17:09:35.262563,2026-04-18 17:09:35.262563,29.68
CBEN_453b944072214b01ba27e29fec6bd39b,CUST_5cfd15923d6449e78e0b7fb93f29ded7,BENE_f7e0bad2ac514a2e8a73f13dc2a775f3,2026-01-05 17:09:35.262563,2026-05-21 17:09:35.262563,43.48
CBEN_326d8f738d0d42478ce9d02e9239101e,CUST_caeea33fbc6242aaa7298ee1a8257921,BENE_bb4f1e26af8145a09c8d2759f3d1bb0f,2026-03-01 17:09:35.262563,2026-04-27 17:09:35.262563,39.54
CBEN_6697786bb4264af9b2eefb140a4ecba7,CUST_cae8b2d0ccf64fc3a83665c42693b866,BENE_5919da44121040ae823e7f13aa860a3f,2025-06-26 17:09:35.262563,2026-04-25 17:09:35.262563,46.4
CBEN_df30ccf93af347228ad163d612a51b89,CUST_26c3609478294df583cd4a97f6164e74,BENE_50828d45bf764788b2290a3266bfc94d,2025-09-26 17:09:35.262563,2026-04-20 17:09:35.262563,42.34
CBEN_86092de10f2140b4aa2a436778f2cff0,CUST_8b6db2d4b777452082926475f6196cb3,BENE_5aa6bb27212e4e5ea43e93ef43d4f1b6,2025-06-13 17:09:35.262563,2026-06-03 17:09:35.262563,1.35
CBEN_fc06b1cdb1804e1bbd20e7b187ef2031,CUST_5276f16ce24e42f3b994342a662395e5,BENE_ae755fc391404f1cb8b6259561bfabf7,2025-08-22 17:09:35.262563,2026-05-14 17:09:35.262563,45.33
CBEN_f2252a4328db4375bd5c16d2685dd63e,CUST_6e7136ad5a674607bd1ec8f73875e133,BENE_13b993ae4b154744b7c9e9279f482fc1,2025-11-24 17:09:35.262563,2026-05-10 17:09:35.262563,3.56
CBEN_0a663cc8916a49aba6c57b35a79bd6a7,CUST_a8217dd4d1b94d5e83dbbfcd9a3492f9,BENE_34f1d2e9923e489ea0415e03b0d62354,2025-11-06 17:09:35.262563,2026-05-30 17:09:35.262563,12.56
CBEN_9ebc1a1f6c3444f5a50e795e2b945033,CUST_fe0763468c1242e884733816a96545ed,BENE_ab53cebd3d2f47e883fdc46059853c76,2025-05-14 17:09:35.262563,2026-05-27 17:09:35.262563,8.42
CBEN_f886f2c04bb744c48d5f3e26d6496a6a,CUST_6da1030f3d2b4f9ba7b8201e804b5386,BENE_56ce0e5d793143808b9bdeade2cb2133,2026-02-20 17:09:35.262563,2026-06-06 17:09:35.262563,40.67
CBEN_0ea53fb398774f0cbabe58732bc9049c,CUST_8228a641ec2d4a6383b60f6179b6c1ce,BENE_4aa5e3cf949746a782e8c7c74cd02f3d,2025-06-19 17:09:35.262563,2026-06-07 17:09:35.262563,6.54
CBEN_54f206f3cb574396880b83a08681ba7b,CUST_f6054a7b7a1f49d7959baef9365e7137,BENE_ee1111fe2fcd45cab5f12d0238c2d99e,2025-05-16 17:09:35.262563,2026-05-15 17:09:35.262563,38.1
CBEN_4ea2a3001195413e8a84f319991f66e8,CUST_0fea77afa27040739e9bcb43b5772a9e,BENE_5181c0baa37640e6979b5f48568548f0,2026-02-03 17:09:35.262563,2026-05-26 17:09:35.262563,24.25
CBEN_9fbbb5f822414ff18aedb2fec574368f,CUST_d1de88df4daa47d5b9bea1bc264403c4,BENE_051efa927ca94b61b32ab9fc752848ce,2026-01-04 17:09:35.262563,2026-05-01 17:09:35.262563,46.59
CBEN_99200a8fc26447ab86c9d4d0c54cd165,CUST_c25042cf412d4b128d77c313687d554b,BENE_f85255a98652428c8b17085937ceae55,2026-02-16 17:09:35.262563,2026-04-21 17:09:35.262563,10.96
CBEN_ae7301fbb5fc472abee85652bb6ce357,CUST_f91e098310304f8ebb64c7d0acaf1a19,BENE_16f79ee0812a47a0abc0fc067bcd85d5,2025-12-06 17:09:35.262563,2026-06-10 17:09:35.262563,30.6
CBEN_e645f4fa9a0040cfb7596bdd3abc6d20,CUST_90b6ffc8f6e54b6ca406256de15fcc02,BENE_9bdc0e4d05b949f888bc226dd51923a5,2025-07-11 17:09:35.262563,2026-05-26 17:09:35.262563,4.89
CBEN_6aac3653a0194bbe99c01819d93b0c84,CUST_5a2a2651b8944294b61b3f1cae26033d,BENE_1e3fe7c62eef45c0a71e555506e4a003,2025-11-29 17:09:35.262563,2026-05-18 17:09:35.262563,48.91
CBEN_1e7121ebe19641bc9f1c79699d27f6d1,CUST_72ce8e6e37b040999e9a096f0b921f06,BENE_28d797073be24979b18bbafdcd7effff,2025-12-06 17:09:35.262563,2026-05-10 17:09:35.262563,26.7
CBEN_1f82ed5869c6444c9bd019f914d84b72,CUST_b30b43a86ae84838b91834fbd04c4f32,BENE_3b4b7a335a994558a53121f389c00d33,2026-04-06 17:09:35.262563,2026-05-28 17:09:35.262563,15.43
CBEN_e2c01bfc528347b1aadcb872e555bdc6,CUST_d94d66861a6b447dbf09cb877615fc76,BENE_4c449c1b112641898a2252cdbea945e4,2025-12-22 17:09:35.262563,2026-04-20 17:09:35.262563,9.8
CBEN_8ffe89455f2f41119a996c61cde516d6,CUST_358b236ce3794c80bd21eed23e2f69d0,BENE_fc8e657662aa4266b771ca375fbb4ada,2026-01-10 17:09:35.262563,2026-05-09 17:09:35.262563,22.15
CBEN_2c75ac5afe224003a3f8dc1dac77d926,CUST_80f86304826348dea464d849d36e46c8,BENE_cee34974b7fe4a2781553062799cddb1,2025-05-23 17:09:35.262563,2026-06-01 17:09:35.262563,40.16
CBEN_c8eb8a6b4ea6465da781ebd92eafaccc,CUST_1b56c7ece4934ba3983df24c3459868f,BENE_b712d7f49ca34b40a02f3031d93cf33c,2025-09-11 17:09:35.262563,2026-05-21 17:09:35.262563,20.17
CBEN_2e5f3217c40445c99ad66c67bd63d646,CUST_e7d07f71bc6842d0af002ea3ac98a9b3,BENE_2e9567eb141b4945aea4c9c829bae63b,2025-07-04 17:09:35.262563,2026-05-16 17:09:35.262563,20.7
CBEN_4ef00739d88a49dfb3ad763ff27f82eb,CUST_10f7a8f05d594ecea5d5c61fc362b19d,BENE_d715a176ae184e5095256845dfdf22f5,2025-07-14 17:09:35.262563,2026-06-08 17:09:35.262563,37.4
CBEN_20b6bb72c18f4e5c985711216d915119,CUST_a5a48a274f5744abbfbc66d3eb63d241,BENE_a37f3d898ebd45a59b7b6bb1f9b695f6,2025-10-24 17:09:35.262563,2026-04-13 17:09:35.262563,27.69
CBEN_de35231a37474d598266dbd286d437c4,CUST_3d59d3dbe1784270b92dcb0010743381,BENE_35d778cdae624b40b281880265454e32,2026-03-27 17:09:35.262563,2026-06-07 17:09:35.262563,35.78
CBEN_73a2399842414a399e70ede85ec2c641,CUST_10f7a8f05d594ecea5d5c61fc362b19d,BENE_d8be405def564a3ea0d45a0cd6ab5ccb,2025-07-02 17:09:35.262563,2026-05-05 17:09:35.262563,32.88
CBEN_52307d86cfeb445681bb9b6faeb64179,CUST_ac826b749461463c8c1d1e78e4deb4da,BENE_b7c705fa72694fdb94f424f9e84a82f3,2025-12-23 17:09:35.262563,2026-05-07 17:09:35.262563,5.79
CBEN_cd059510cc0c4a37b5d0aea864e128cb,CUST_5378e43186d342c8baded5e173576c79,BENE_182b1cefa0354f6fa0db64fda12b738d,2025-08-15 17:09:35.262563,2026-04-18 17:09:35.262563,18.62
CBEN_e9b9ba893fa64e8ab506d11e31564c13,CUST_10d79c1844c147268d12b493b68490a3,BENE_aaddb3d710e1472b8035894b7186e150,2026-03-16 17:09:35.262563,2026-04-13 17:09:35.262563,4.63
CBEN_401ac13ad68d41e59228369539d7f23b,CUST_ba23c2284b954e51b8071b3864237921,BENE_567ecb2e6891436986f10179bf6af648,2025-11-03 17:09:35.262563,2026-05-24 17:09:35.262563,11.04
CBEN_91c2ccacfd6246fabd5ceb3a5e86f6fa,CUST_73f5d2f81eef4052bfb5f067af6a5481,BENE_00a1f2db22d74103994445b1fbda24b9,2025-07-08 17:09:35.262563,2026-04-27 17:09:35.262563,37.32
CBEN_53d5369e52f34317b857b18b4c8c62e7,CUST_67ce51939cb146a8b6c44c5277b1825b,BENE_08cb2895833e4cb8915e3e0307d76355,2025-10-24 17:09:35.262563,2026-05-12 17:09:35.262563,27.02
CBEN_5af752266aec4e2d9649845ec8a3a39f,CUST_0e98c0efc583498c98457a96f40172e9,BENE_431eb75ed0b54222889fddf396879739,2025-06-30 17:09:35.262563,2026-05-01 17:09:35.262563,2.47
CBEN_4372f6a41e3b46ccb9c3b4673e87398a,CUST_249772db9709486ea2bad7b1d739437b,BENE_581341b2f6cf4895902d1a0f3bdcd3d1,2025-08-09 17:09:35.262563,2026-05-12 17:09:35.262563,31.05
CBEN_07d68bb5fd3b4f4aa9ce8ec0aaf19fae,CUST_552813494647469db0ab1053933c0105,BENE_1593ac164a26430bbb30c438c1086b13,2025-11-23 17:09:35.262563,2026-05-02 17:09:35.262563,46.32
CBEN_3675ac71f9504747967ee855067a9ad3,CUST_6c489c023ac44688ba1f6eab233401e9,BENE_ad5b24f10417456595314f89fcdefa19,2026-02-17 17:09:35.262563,2026-04-20 17:09:35.262563,14.1
CBEN_cf594d4262b640b3bfb877647ba99fe2,CUST_736d244f921b40c38cd93b8759f7daeb,BENE_c39c03db865c43b4859887228e9bab74,2025-07-15 17:09:35.262563,2026-05-08 17:09:35.262563,43.57
CBEN_2617ff985daa4390aa80d380e4182912,CUST_9d44647e03db4bcaa845693dfcbb9f3b,BENE_8944c53d1a33406e807b75899aa6e4b8,2026-02-13 17:09:35.262563,2026-05-19 17:09:35.262563,33.49
CBEN_9cdf61abf9f2473f983e60494cfee4db,CUST_92b01efb03854e40807ca3a18023ce46,BENE_6135a7af8a6a492681a1ed88036b40e3,2025-05-23 17:09:35.262563,2026-04-21 17:09:35.262563,42.0
CBEN_257c436162994201aeb10fe81e9e97ba,CUST_06cccc6547b7410bb7eeee5a53e3628b,BENE_92a1ebae06144ea69f31bf4276c2d8f2,2025-11-12 17:09:35.262563,2026-05-24 17:09:35.262563,21.38
CBEN_039ddb1243fc455b885a1dbe6ba02c99,CUST_2360b03bdeb64506aecf83b590d20a19,BENE_f0c2bd7000634b74bbb7613ab9400754,2026-02-24 17:09:35.262563,2026-04-15 17:09:35.262563,29.83
CBEN_8ad51f0853654ad48b89b6c67152af0f,CUST_883b22058b764087a60812c76fcaf8aa,BENE_ba07020c5f12405ba2de664ab3a4b444,2025-06-12 17:09:35.262563,2026-05-20 17:09:35.262563,12.63
CBEN_971aced07a07403fbed15f0885543b41,CUST_53bdabe015d5425c8c6940621e21542f,BENE_82054f9e709948738a302c8a479df2d3,2025-08-23 17:09:35.262563,2026-06-05 17:09:35.262563,1.78
CBEN_10b233648f5a47b9990f4a0c79e1bf36,CUST_a09263bf54334728a30635613725516b,BENE_00296fc4878040d8b425fcc216a5ebd5,2025-09-16 17:09:35.262563,2026-04-13 17:09:35.262563,18.17
CBEN_ce0b5f6705f44a9ca241e9c4f8872c78,CUST_59ff3740cf15498ba32478ca48e9fb1f,BENE_e18bf181194040769b33c51885aea273,2026-01-30 17:09:35.262563,2026-04-13 17:09:35.262563,19.78
CBEN_664f51a7611241c89fbc4d5926d0927d,CUST_029f1ea4044341d1976df2cf07ab768d,BENE_316aa2000e6948ad99e01d9450db8cc8,2025-09-05 17:09:35.262563,2026-05-07 17:09:35.262563,27.66
CBEN_98d3c2127e7c4e3fac92a8809d019b25,CUST_31466200f43a45f9b1b082a8940b8e8a,BENE_5c85f18404b64b58bdd3ae8bec4f14ac,2025-11-15 17:09:35.262563,2026-04-17 17:09:35.262563,39.19
CBEN_c3e4fb4910bc4a66a455f21a89a15710,CUST_f4b94240ae414812b5d8bfdd6f26744a,BENE_2c9280ce6d5e40b8ad7fa20f515a6188,2025-10-24 17:09:35.262563,2026-05-26 17:09:35.262563,38.86
CBEN_7d7783b73ce74d4dbf8df175d012bf3f,CUST_5afa45b4df754f7a83cd89cb684cfe6e,BENE_3b4b7a335a994558a53121f389c00d33,2025-05-23 17:09:35.262563,2026-04-28 17:09:35.262563,19.95
CBEN_bd714812cc364d948fa65038afd492e9,CUST_b1824454be3d449d886eb8919ce9b927,BENE_83145d713fe44c85a3c8e1c4f8124ff3,2025-08-01 17:09:35.262563,2026-04-20 17:09:35.262563,24.81
CBEN_22e24b30903c4892ae574e01a50959c0,CUST_d544a1fe6a404fe1b039c08d5d93e991,BENE_dac145e288424ab98cafca05df6c07b4,2025-09-03 17:09:35.262563,2026-05-18 17:09:35.262563,30.22
CBEN_a709f19a6ae042ffb9c04d9bc15ec0ff,CUST_8baaa9e9273c41daad9be5df2ad47339,BENE_2c3cc4faf53543cf9566f31446b38ad7,2025-10-14 17:09:35.262563,2026-05-02 17:09:35.262563,29.98
CBEN_e6dad6ff79db46459bf1d309df4a9158,CUST_d4d80f00b9a0436682863372422588de,BENE_38507d2576964554911c708395b7d93e,2026-01-16 17:09:35.262563,2026-04-29 17:09:35.262563,11.43
CBEN_ced918ae81d44a409f2e06bcdbfa705c,CUST_64db838695ca4d7694acc02edc9c0c96,BENE_3be4e8b1098d4279b2f94f8d63430818,2025-11-19 17:09:35.262563,2026-04-22 17:09:35.262563,39.88
CBEN_84ea75c0e40d45ff99065d2e91975a45,CUST_383669f5d33e44aea2b755168c5adb9c,BENE_22ade9b6c08140d78bab9f02cd094a4d,2025-12-14 17:09:35.262563,2026-04-14 17:09:35.262563,40.11
CBEN_aa593502ad214f94a795a71c19205e1a,CUST_9339b13ac83c4c8e96d516a25137c3e0,BENE_9cb1a6de0753441c8f66d5a5e42c386d,2026-02-19 17:09:35.262563,2026-04-18 17:09:35.262563,21.39
CBEN_eb4d5a92fb124889a9193b4b2df31e75,CUST_003c39e753294452a9c7749b009dc8ce,BENE_f8b1b6eada584a5f960eabcfb27bb41e,2026-01-08 17:09:35.262563,2026-05-17 17:09:35.262563,21.45
CBEN_d05bf6e3c83b41138e672f325fba2afa,CUST_a8c9f48bc93d444f980cc0e433e551bd,BENE_534bd4a2a3e84360a1fa719164492a21,2025-11-26 17:09:35.262563,2026-05-09 17:09:35.262563,42.31
CBEN_3f984691a7b4457b9fbcb7c3c79e0fb3,CUST_270bf6b559ff408a96853b18977f302d,BENE_371c7a067098465a856b82d3f26cf472,2025-06-02 17:09:35.262563,2026-04-30 17:09:35.262563,5.39
CBEN_f47a45e390064562b75e9b7ae9184198,CUST_2e1917f4c4014cef916350423adc6f9e,BENE_28b4a0019c384e9a984d613428c5b358,2025-05-16 17:09:35.262563,2026-05-16 17:09:35.262563,4.83
CBEN_c4f07252ec9e4af5b24fad50025fa31b,CUST_217240d2e2394bf191ff46d995955e08,BENE_4554f4ee6f8843b190dfc6acea99a062,2025-09-27 17:09:35.262563,2026-04-15 17:09:35.262563,8.01
CBEN_845028626feb41b29ec0e2e8fdb81b15,CUST_44e64e0c2d774060b1d7595209a783b4,BENE_c72e4063a55845b5a8b05a638f5393f6,2025-07-22 17:09:35.263223,2026-05-27 17:09:35.263223,20.19
CBEN_27c40b3fcbd447de98125bad8037bdfc,CUST_62ec7afd121b41c7b0243e4cbe897872,BENE_6611c33384b3430a9391cf7587a74158,2025-10-23 17:09:35.263223,2026-05-07 17:09:35.263223,47.02
CBEN_4c4d73d33120429c8d0747da8b483dac,CUST_c27c29b864c644cf98014128ae4acf65,BENE_aed50bb7ad4b4d898ca77ab1ff501093,2025-05-10 17:09:35.263223,2026-05-18 17:09:35.263223,37.59
CBEN_055a262a32f94ecfa6d6bb785870897b,CUST_6f2999baeee94e589aa917fb6d66b59f,BENE_286234aa0ed84cf898e5d65bf07bdaeb,2025-12-31 17:09:35.263223,2026-06-05 17:09:35.263223,32.91
CBEN_c406af7966674f7a8bcf993ba22400b5,CUST_c3013545539c4825a01b4d686d18bb21,BENE_be26cb04683f4305a9aea5b31d5a0840,2026-03-01 17:09:35.263223,2026-05-01 17:09:35.263223,9.98
CBEN_3b7674f60bab43fa947a3487331650a3,CUST_243785d65a084494990aa533ec60ba00,BENE_e27a852dd0bb4ad6a6044460d4abb4c5,2026-01-02 17:09:35.263223,2026-05-19 17:09:35.263223,21.55
CBEN_b9e24e9638da4fdeaf89e9dd7ede37f5,CUST_72d537fde5454e68a874b18951e8d2d5,BENE_df66e2ea119547a9a66067e5b6a464b3,2026-02-16 17:09:35.263223,2026-05-13 17:09:35.263223,44.83
CBEN_ff25b40d0aa844b0aa7dba13075cbc65,CUST_36d568d64a034c068297e231bc40a63e,BENE_cd2c2fd13c194aa299acaa3af255f2f7,2026-01-19 17:09:35.263223,2026-05-10 17:09:35.263223,25.34
CBEN_27d36e05753a4f818dc4729098c136f3,CUST_a02c017aed0a4fecad12584cfabb2199,BENE_e18bf181194040769b33c51885aea273,2025-08-12 17:09:35.263223,2026-05-29 17:09:35.263223,14.86
CBEN_4bbced1336404956ad0ffb659f1b916a,CUST_ebee63436cad4c25ae85cc5e4343345b,BENE_5a64d24333514b25b6db81d2e3bf3793,2025-08-22 17:09:35.263223,2026-04-18 17:09:35.263223,28.88
CBEN_5778da207383472ab905170a593f2b13,CUST_dd2cbad1d8804c15b628908dea1fc159,BENE_d731666169644356ba08decd51e9eee7,2026-01-04 17:09:35.263223,2026-05-13 17:09:35.263223,8.54
CBEN_461b6143651e4c628f3015f4640586c2,CUST_fc498ccca5cf46bf827c89e5f32c2c4a,BENE_4c47af8e321246deba045496aabece03,2026-01-13 17:09:35.263223,2026-05-27 17:09:35.263223,38.49
